Role ID,Title,Description,Skills,Progress Paths,Education Requirements,Embedding,Metadata
64b135b9b8c6cc08ffa93376,Glassmaker,"Craft glassmakers design, make and decorate glass objects from windows, mirrors and tableware to one-off decorative pieces.","the ability to work well with your hands, design skills and knowledge, to be thorough and pay attention to detail, knowledge of maths, knowledge of manufacturing production and processes, thinking and reasoning skills, the ability to use your initiative, ambition and a desire to succeed, to be able to use a computer and the main software packages competently","With experience, you could specialise in working with specific types of equipment, such as digital, cable or satellite","['a university course', 'a college course', 'an apprenticeship']",,{'requiredWeight': 0.6}
64b135b9b8c6cc08ffa93377,Graphic designer,"Graphic designers create visual branding, adverts, brochures, magazines, website designs, product packaging and displays.","design skills and knowledge, to be thorough and pay attention to detail, knowledge of media production and communication, knowledge of computer operating systems, hardware and software, knowledge of the fine arts, the ability to come up with new ways of doing things, excellent verbal communication skills, thinking and reasoning skills, to be able to use a computer and the main software packages competently","You could become a senior designer, creative director or move into management.

You could go freelance or start your own design agency.

Another option is to move into teaching or lecturing.","['a university course', 'a college course']",,{'requiredWeight': 0.7}
64b135b9b8c6cc08ffa9337b,Jewellery designer-maker,"Jewellery designers plan and create jewellery, silverware and other decorative products.","the ability to work well with your hands, to be thorough and pay attention to detail, customer service skills, the ability to come up with new ways of doing things, analytical thinking skills, design skills and knowledge, the ability to use your initiative, ambition and a desire to succeed, to be able to carry out basic tasks on a computer or hand-held device","You could become self-employed and sell your designs to manufacturers or directly to clients. Or, you could make up the designs and sell them yourself through galleries, in shops and online","['a university course', 'a college course', 'an apprenticeship', 'specialist courses run by a professional body']",,{'requiredWeight': 0.6}
64b135b9b8c6cc08ffa93388,Media researcher,"Media researchers support producers by finding information, people and places for television or radio programmes.","knowledge of English language, analytical thinking skills, to be thorough and pay attention to detail, the ability to use your initiative, customer service skills, ambition and a desire to succeed, persistence and determination, excellent verbal communication skills, to be able to use a computer and the main software packages confidently, ","With experience, you could supervise a research team on larger productions.

You could also move into an assistant producer role, or get into writing or directing.","['a university course', 'a college course', 'an apprenticeship', 'working towards this role', 'applying directly', 'training with a professional body', '']",,{'requiredWeight': 0.6}
64b135b9b8c6cc08ffa9338a,Model maker,"Model makers create 3D models for many uses, from prototypes and film sets, to construction, engineering and architecture projects.","design skills and knowledge, to be thorough and pay attention to detail, knowledge of engineering science and technology, patience and the ability to remain calm in stressful situations, knowledge of manufacturing production and processes, the ability to come up with new ways of doing things, to be flexible and open to change, analytical thinking skills, to be able to use a computer and the main software packages competently",With experience you could lead a team of model makers or manage a model making business.,"['a university course', 'a college course', 'an apprenticeship']",,{'requiredWeight': 0.6}
64b135b9b8c6cc08ffa93373,Furniture designer,"Furniture designers create designs for mass-produced furniture, furniture made in small batches and one-off pieces.","design skills and knowledge, thinking and reasoning skills, the ability to come up with new ways of doing things, to be thorough and pay attention to detail, the ability to work well with your hands, analytical thinking skills, knowledge of engineering science and technology, persistence and determination, to be able to use a computer and the main software packages competently","With experience, you could progress to a more senior design position, or into a specialised area, like ergonomics.","['a university course', 'a college course', 'an apprenticeship']",,{'requiredWeight': 0.7}
64b135b9b8c6cc08ffa93383,Make-up artist,Make-up artists apply make-up and style hair for people appearing on camera or in front of a live audience.,"design skills and knowledge, the ability to work well with your hands, artistic and creative flair, the ability to work well with others, to be thorough and pay attention to detail, to be flexible and open to change, excellent verbal communication skills, the ability to use your initiative, to be able to carry out basic tasks on a computer or hand-held device","With experience, you could progress to chief make-up artist or make-up designer. You could also develop specialist skills, for example applying body art or making facial or body moulds for creating and fitting prosthetics.","['a university course', 'a college course', 'an apprenticeship', 'working towards this role', 'specialist courses run by private training providers']",,{'requiredWeight': 0.4}
64b13637b8c6cc08ffa9338e,Music promotions manager,Music promotions managers publicise recording artists or live music events.,"knowledge of media production and communication, excellent verbal communication skills, the ability to use your initiative, the ability to sell products and services, business management skills, the ability to organise your time and workload, to be thorough and pay attention to detail, patience and the ability to remain calm in stressful situations, to be able to use a computer and the main software packages competently","With experience, you could move to a larger company or you could specialise in an area like legal advice.","['a university course', 'a college course', 'an apprenticeship', 'volunteering', 'applying directly']",,{'requiredWeight': 0.5}
64b13637b8c6cc08ffa93391,Musical instrument maker and repairer,Musical instrument makers and repairers create new musical instruments or repair ones that have been damaged.,"to be thorough and pay attention to detail, persistence and determination, the ability to use your initiative, customer service skills, the ability to work well with your hands, the ability to repair and test the performance of instruments, ambition and a desire to succeed, problem-solving skills, to be able to carry out basic tasks on a computer or hand-held device","If you work for a larger manufacturer, you may be able to progress to supervisor or manager level.","['a university course', 'a college course', 'an apprenticeship', 'a specialised training course']",,{'requiredWeight': 0.5}
64b13637b8c6cc08ffa9338f,Music teacher,Music teachers give music lessons to people of all ages and abilities.,"knowledge of the fine arts, knowledge of teaching and the ability to design courses, knowledge of English language, the ability to use your initiative, excellent verbal communication skills, the ability to work well with others, leadership skills, the ability to teach pupils how to do something, to be able to carry out basic tasks on a computer or hand-held device","As a qualified and experienced music teacher in a school, you could become head of the music department.","['a university course', 'a college course', 'an apprenticeship', 'applying directly', 'specialist courses run by professional bodies']",,{'requiredWeight': 0.6}
64b13637b8c6cc08ffa93393,Naval architect,"Naval architects design, construct, refit and repair marine vessels and offshore structures.","maths knowledge, knowledge of engineering science and technology, design skills and knowledge, knowledge of physics, analytical thinking skills, excellent verbal communication skills, the ability to read English, knowledge of computer operating systems, hardware and software, to have a thorough understanding of computer systems and applications","With experience, you could progress to senior positions. You could become a consultant, providing technical and commercial guidance, support and project management for research, design, construction, refits or conversions.",['a university course'],,{'requiredWeight': 0.7}
64b13637b8c6cc08ffa93399,Photographic technician,Photographic technicians help photographers and produce images from digital files.,"to be thorough and pay attention to detail, the ability to work on your own, knowledge of computer operating systems, hardware and software, patience and the ability to remain calm in stressful situations, the ability to work well with others, to be flexible and open to change, customer service skills, the ability to work well with your hands, to be able to use a computer and the main software packages competently","With experience, you could move into management.","['a university course', 'a college course', 'an apprenticeship', 'applying directly']",,{'requiredWeight': 0.6}
64b13637b8c6cc08ffa933a6,Set designer,"Set designers design and create the settings for commercials, television, theatre and films.","knowledge of the fine arts, design skills and knowledge, to be thorough and pay attention to detail, the ability to use your initiative, the ability to work well with others, the ability to come up with new ways of doing things, the ability to accept criticism and work well under pressure, excellent verbal communication skills, to be able to use a computer and the main software packages confidently","With experience, you could work on larger film, TV and theatre productions.","['a university course', 'a college course', 'an apprenticeship', 'working towards this role']",,{'requiredWeight': 0.6}
64b13637b8c6cc08ffa93392,Musician,"Musicians create or perform different types of music, from classical to pop and rock.","persistence and determination, ambition and a desire to succeed, knowledge of the fine arts, to be thorough and pay attention to detail, active listening skills, thinking and reasoning skills, concentration skills, the ability to accept criticism and work well under pressure, to be able to carry out basic tasks on a computer or hand-held device",With experience you could lead a team of model makers or manage a model making business.,"['a university course', 'a college course', 'applying directly', 'specialist courses run by private training organisations']",,{'requiredWeight': 0.7}
64b13637b8c6cc08ffa93394,Newspaper journalist,"Newspaper journalists investigate and write up stories for local, regional and national newspapers.","knowledge of English language, knowledge of media production and communication, to be thorough and pay attention to detail, the ability to accept criticism and work well under pressure, excellent written communication skills, excellent verbal communication skills, ambition and a desire to succeed, persistence and determination, to be able to use a computer and the main software packages competently","With experience, you could become a chief reporter or a specialist writer, covering areas like politics, business or particular regions of the country. You could move to a national newspaper or work as a critic.","['a university course', 'a college course', 'an apprenticeship', 'working towards this role', 'specialist courses run by professional bodies']",,{'requiredWeight': 0.7}
64b13637b8c6cc08ffa93396,Pattern cutter,Pattern cutters create pattern templates based on drawings from a fashion designer to make clothes.,"to be thorough and pay attention to detail, the ability to work well with others, the ability to accept criticism and work well under pressure, physical skills like movement, coordination and dexterity, the ability to work on your own, the ability to work well with your hands, knowledge of manufacturing production and processes, excellent verbal communication skills, to be able to use a computer and the main software packages competently","You could become head pattern cutter or grader or, with further training, move into fashion design or buying.","['a university course', 'a college course', 'an apprenticeship', 'working towards this role', 'specialist and short courses']",,{'requiredWeight': 0.6}
64b13637b8c6cc08ffa933a2,Retail merchandiser,"Retail merchandisers make sure that goods are in the right stores, or online, at the right time and the right price.","to be thorough and pay attention to detail, the ability to work well with others, the ability to come up with new ways of doing things, to be flexible and open to change, the ability to sell products and services, the ability to accept criticism and work well under pressure, customer service skills, excellent verbal communication skills, to be able to use a computer and the main software packages competently",You could be promoted to senior merchandiser and responsible for sales and budgetary control of a multimillion-pound department and managing a team of people. It's typical to have reached senior merchandiser level within 7 to 8 years.,"['a university course', 'a college course', 'an apprenticeship', 'working towards this role', 'completing private industry-recognised training']",,{'requiredWeight': 0.7}
64b13637b8c6cc08ffa933a9,Sports commentator,Sports commentators describe what's happening at sporting events and offer their opinions to listeners and viewers.,"knowledge of media production and communication, knowledge of English language, excellent verbal communication skills, the ability to accept criticism and work well under pressure, to be thorough and pay attention to detail, to be flexible and open to change, knowledge of computer operating systems, hardware and software, the ability to use your initiative, to be able to use a computer and the main software packages competently","With experience, you could become a studio-based presenter, move into programme making and producing, management, or written sports reporting.","['a university course', 'an apprenticeship', 'working towards this role', 'volunteering', 'applying directly']",,{'requiredWeight': 0.6}
64b13637b8c6cc08ffa933aa,Stage manager,"Stage managers make sure the sets, equipment and props are ready for the opening of a performance.","business management skills, leadership skills, customer service skills, the ability to use your initiative, the ability to accept criticism and work well under pressure, patience and the ability to remain calm in stressful situations, to be thorough and pay attention to detail, the ability to monitor your own performance and that of your colleagues, to be able to use a computer and the main software packages confidently","With experience, you could manage a theatre company, become a theatre producer, or move into TV or film production.","['a university course', 'a college course', 'an apprenticeship', 'working towards this role']",,{'requiredWeight': 0.6}
64b13637b8c6cc08ffa9339b,Pre-press operator,"Pre-press operators work in the printing industry, getting artwork from a client and supplying the printing plates used on a press.","design skills and knowledge, to be thorough and pay attention to detail, knowledge of computer operating systems, hardware and software, knowledge of manufacturing production and processes, the ability to work well with others, to be flexible and open to change, the ability to use your initiative, persistence and determination, to be able to use a computer and the main software packages competently, ","You could become a pre-press manager or move into print administration jobs like estimator or production controller.

Most employers in the pre-press industry will offer training, either through a local college or short courses offered by the British Printing Industries Federation.","['a college course', 'an apprenticeship', 'applying directly', 'specialist courses run by industry bodies']",,{'requiredWeight': 0.6}
64b13637b8c6cc08ffa9339c,Product designer,Product designers create new products and improve existing ones.,"design skills and knowledge, the ability to come up with new ways of doing things, to be thorough and pay attention to detail, understanding of technology, materials and manufacturing methods, analytical thinking skills, persistence and determination, thinking and reasoning skills, complex problem-solving skills, to be able to use a computer and the main software packages competently","With experience, you could progress to senior designer, then creative director","['a university course', 'an apprenticeship']",,{'requiredWeight': 0.6}
64b13637b8c6cc08ffa933a1,Reprographic assistant,"Reprographic assistants use copiers, scanners and printers to make documents, brochures, leaflets and pictures.","to be thorough and pay attention to detail, the ability to accept criticism and work well under pressure, physical skills like movement, coordination and dexterity, design skills and knowledge, ambition and a desire to succeed, analytical thinking skills, observation and recording skills, the ability to work well with your hands, to be able to use a computer and the main software packages competently, ","With experience, you could become a departmental supervisor or production controller.

In a print shop, you could become a shop manager.","['a college course', 'an apprenticeship', 'applying directly', '']",,{'requiredWeight': 0.4}
64b13637b8c6cc08ffa933a5,Screenwriter,"Screenwriters write the stories for feature films, TV programmes and computer games.","knowledge of English language, excellent written communication skills, persistence and determination, excellent verbal communication skills, the ability to use your initiative, the ability to come up with new ways of doing things, ambition and a desire to succeed, knowledge of media production and communication, to be able to use a computer and the main software packages competently",Most screenwriters are freelance so to develop your career you'll need to network widely in the industry.,"['a university course', 'a college course', 'applying directly', 'specialist courses run by private training providers']",,{'requiredWeight': 0.7}
64b13637b8c6cc08ffa933a8,Signwriter,"Signwriters produce signs by hand and with machines for display on shops, businesses and company vehicles.","design skills and knowledge, knowledge of engineering science and technology, the ability to come up with new ways of doing things, to be thorough and pay attention to detail, analytical thinking skills, persistence and determination, the ability to use, repair and maintain machines and tools, thinking and reasoning skills, to be able to use a computer and the main software packages competently","You could move into work for TV, film and theatre.","['a university course', 'a college course', 'an apprenticeship', 'working towards this role', 'applying directly']",,{'requiredWeight': 0.6}
64b13637b8c6cc08ffa93397,Photographer,"Photographers take and process pictures of people, places, products and events.","customer service skills, excellent verbal communication skills, to be thorough and pay attention to detail, the ability to work well with others, knowledge of the fine arts, to be flexible and open to change, patience and the ability to remain calm in stressful situations, the ability to work well with your hands, to be able to use a computer and the main software packages confidently",Many photographers are freelance and you could do a mix of contract work and following your own interests.,"['a university course', 'a college course', 'an apprenticeship', 'working towards this role']",,{'requiredWeight': 0.7}
64b13637b8c6cc08ffa93395,Newspaper or magazine editor,Newspaper and magazine editors manage the style and content of printed publications.,"knowledge of English language, knowledge of media production and communication, the ability to read English, excellent verbal communication skills, to be thorough and pay attention to detail, excellent written communication skills, the ability to work well with others, to be flexible and open to change, to be able to use a computer and the main software packages competently","With experience as a local newspaper editor, you could move on to regional publications. Then you could work at national publications.","['a university course', 'working towards this role', 'training with a professional body']",,{'requiredWeight': 0.7}
64b13637b8c6cc08ffa93398,Photographic stylist,"Photographic stylists use clothes, props and accessories to stage sets and create the right 'look' and mood for a photo shoot.","to be thorough and pay attention to detail, the ability to work well with others, design skills and knowledge, leadership skills, the ability to accept criticism and work well under pressure, the ability to come up with new ways of doing things, knowledge of the fine arts, excellent verbal communication skills, to be able to carry out basic tasks on a computer or hand-held device","With experience, you could work with bigger advertising and PR agencies, stores and design houses.","['a university course', 'a college course', 'an apprenticeship']",,{'requiredWeight': 0.7}
64b13637b8c6cc08ffa933ab,Stagehand,"Stagehands help to get things ready on set for performances in the theatre, at concerts and in TV and film studios.","knowledge of building and construction, the ability to use, repair and maintain machines and tools, the ability to work well with others, the ability to use your initiative, physical skills like movement, coordination and dexterity, to be thorough and pay attention to detail, the ability to work well with your hands, knowledge of public safety and security, to be able to carry out basic tasks on a computer or hand-held device","With experience, you could lead a crew of stagehands and scene builders. You could also take further training to become a production carpenter, sound or lighting engineer. You could do a creative industries production manager degree apprenticeship to become a stage manager.","['a university course', 'a college course', 'an apprenticeship', 'working towards this role']",,{'requiredWeight': 0.6}
64b13637b8c6cc08ffa933b3,Technical textiles designer,"Technical textiles designers research, create and test textiles for use in healthcare, manufacturing and construction materials.","design skills and knowledge, knowledge of engineering science and technology, the ability to come up with new ways of doing things, to be thorough and pay attention to detail, analytical thinking skills, complex problem-solving skills, the ability to work on your own, knowledge of manufacturing production and processes, to be able to use a computer and the main software packages competently","You could work in a research department for a university or company that specialises in technical textiles, for example carbon fibre or graphene.","['a university course', 'an apprenticeship', 'working towards this role']",,{'requiredWeight': 0.6}
64b13637b8c6cc08ffa9338d,Museum curator,"Museum and art gallery curators manage collections of objects of artistic, scientific, historical and general interest.","knowledge of the fine arts, to be thorough and pay attention to detail, an interest and knowledge of history, business management skills, knowledge of how to teach and engage learners, leadership skills, the ability to use your initiative, the ability to work well with others, to be able to use a computer and the main software packages competently","You could work in small independent museums and galleries to large public sector and national institutions like the Tate or British Museum.

There are lots of different opportunities to move on in the sector from business management to public engagement and education roles. You will need to plan your continuous professional development and take advantage of the training available in the sector to advance your career.","['a university course', 'an apprenticeship', 'working towards this role']",,{'requiredWeight': 0.7}
64b13637b8c6cc08ffa9339a,Picture framer,"Picture framers mount items like photographs, paintings and other artwork for display.","to be thorough and pay attention to detail, design skills and knowledge, customer service skills, the ability to work on your own, knowledge of the fine arts, the ability to work well with your hands, the ability to sell products and services, concentration skills, to be able to carry out basic tasks on a computer or hand-held device","With experience, you could start your own business or take on a picture framing franchise.","['a college course', 'working towards this role', 'specialist courses run by professional bodies']",,{'requiredWeight': 0.5}
64b13637b8c6cc08ffa9339e,Public relations director,Public relations (PR) directors manage communication campaigns and strategy for their organisation or clients.,"knowledge of media production and communication, customer service skills, the ability to use your initiative, knowledge of English language, to be thorough and pay attention to detail, persistence and determination, excellent verbal communication skills, to be flexible and open to change, to be able to use a computer and the main software packages competently",You could move on to a bigger public relations (PR) agency or become the chief executive or head of an organisation.,"['a university course', 'working towards this role', 'applying directly']",,{'requiredWeight': 0.7}
64b13637b8c6cc08ffa933a4,Sales manager,"Sales managers organise, coach and lead teams of sales representatives to work towards agreed targets.","excellent verbal communication skills, the ability to sell products and services, customer service skills, the ability to use your initiative, business management skills, leadership skills, to be flexible and open to change, the ability to accept criticism and work well under pressure, to be able to use a computer and the main software packages competently","With experience and a good track record, you could take on larger sales areas or be promoted to regional, national or international sales manager.","['a university course', 'an apprenticeship', 'applying directly', 'training with a professional body']",,{'requiredWeight': 0.6}
64b13637b8c6cc08ffa933ac,Stonemason,"Stonemasons carve blocks of stone, and lay and fit stonework into place on construction projects.","the ability to work well with your hands, knowledge of building and construction, the ability to use your initiative, knowledge of maths, physical skills like movement, coordination and dexterity, to be thorough and pay attention to detail, the ability to work well with others, ambition and a desire to succeed, to be able to carry out basic tasks on a computer or hand-held device, ","With experience, you could progress to supervisory jobs like site supervisor or clerk of works.","['a college course', 'an apprenticeship', 'working towards this role', '']",,{'requiredWeight': 0.5}
64b13637b8c6cc08ffa933af,Tailor,"Tailors create custom made suits, jackets and coats for individual customers. They also alter and repair clothes.","to be thorough and pay attention to detail, the ability to work well with others, the ability to accept criticism and work well under pressure, sensitivity and understanding, patience and the ability to remain calm in stressful situations, customer service skills, the ability to work well with your hands, excellent verbal communication skills, to be able to carry out basic tasks on a computer or hand-held device","With experience, you could go from bespoke tailor to master tailor. You could supervise a team or train new recruits, or you could set up your own business.","['a university course', 'a college course', 'an apprenticeship', 'working towards this role']",,{'requiredWeight': 0.5}
64b13637b8c6cc08ffa933b0,Tattooist and body piercer,Tattooists create permanent artwork on their clients' bodies. Body piercers pierce parts of clients' bodies so that they can wear jewellery.,"design skills and knowledge, the ability to work well with your hands, concentration skills, excellent verbal communication skills, to be thorough and pay attention to detail, the ability to accept criticism and work well under pressure, to be flexible and open to change, the ability to use your initiative, to be able to use a computer and the main software packages competently","With experience you could become self-employed. This could mean 'renting a chair' in someone else's studio. With a business plan and sufficient funds, you could open your own studio and employ other piercers or tattooists.","['working towards this role', 'specialist courses run by private training organisations']",,{'requiredWeight': 0.5}
64b13637b8c6cc08ffa933b1,Taxidermist,"Taxidermists preserve mammals, birds, reptiles and fish for display in museums or private collections.","knowledge of the fine arts, design skills and knowledge, the ability to work well with your hands, to be thorough and pay attention to detail, the ability to work on your own, persistence and determination, the ability to sell products and services, customer service skills, to be able to carry out basic tasks on a computer or hand-held device","As your experience grows, you could become a master taxidermist and get specialist commissions.","['working towards this role', 'specialist training courses']",,{'requiredWeight': 0.5}
64b13637b8c6cc08ffa933b2,Technical author,Technical authors write documents and guides that explain how to use products and services.,"knowledge of English language, excellent written communication skills, to be thorough and pay attention to detail, knowledge of media production and communication, thinking and reasoning skills, administration skills, knowledge of computer operating systems, hardware and software, the ability to use your initiative, to be able to use a computer and the main software packages competently, ","With experience, you could become a technical author for a larger organisation, or move into technical editing.","['a university course', 'applying directly', 'completing specialised training courses', '']",,{'requiredWeight': 0.7}
64b13637b8c6cc08ffa933a7,Sewing machinist,"Sewing machinists make clothes, accessories and soft furniture.","to be thorough and pay attention to detail, the ability to work well with your hands, concentration skills, patience and the ability to remain calm in stressful situations, the ability to work well with others, the ability to analyse quality or performance, the ability to work on your own, knowledge of manufacturing production and processes, to be able to carry out basic tasks on a computer or hand-held device","With experience you could work with a designer, or as a sample machinist, making up samples of products.","['a college course', 'an apprenticeship', 'applying directly']",,{'requiredWeight': 0.5}
64b13637b8c6cc08ffa9339f,Public relations officer,Public relations (PR) officers manage an organisation's public image and reputation.,"knowledge of media production and communication, knowledge of English language, to be thorough and pay attention to detail, excellent verbal communication skills, persistence and determination, the ability to work well with others, the ability to accept criticism and work well under pressure, the ability to use your initiative, to be able to use a computer and the main software packages confidently","With agency experience, you could progress to senior account executive or account manager.","['a university course', 'an apprenticeship', 'a college course', 'specialist courses run by a professional body']",,{'requiredWeight': 0.7}
64b13637b8c6cc08ffa933a3,Roadie,"Roadies set up and dismantle stage, instruments, sound and lighting equipment before and after live shows, festivals and events.","physical skills like lifting, bending and carrying, to be thorough and pay attention to detail, to be flexible and open to change, the ability to think clearly using logic and reasoning, observation and recording skills, concentration skills, the ability to accept criticism and work well under pressure, excellent verbal communication skills, to be able to use a computer and the main software packages competently, ","Most roadies work freelance. You may be able to move from working with unknown bands in the UK to high profile, large scale, multi national tours.

With experience, you could become a road or tour manager, or move into band management or music promotion.

You could transfer your technical skills to work behind the scenes in theatre, film or television or event health and safety advice work., ","['a college course', 'an apprenticeship', 'volunteering', 'applying directly', 'specialist courses run by private training providers', '']",,{'requiredWeight': 0.7}
64b13637b8c6cc08ffa933ad,Studio sound engineer,"Sound engineers work in studios and make recordings of music, speech and sound effects.","to be thorough and pay attention to detail, knowledge of computer operating systems, hardware and software, the ability to work well with others, the ability to accept criticism and work well under pressure, to be flexible and open to change, persistence and determination, customer service skills, knowledge of media production and communication, to be able to use a computer and the main software packages competently","With experience, many studio sound engineers go freelance. You could specialise in a particular technical skill, become a music producer, studio manager, or even start your own recording studio.","['a university course', 'a college course', 'an apprenticeship', 'working towards this role', 'specialist courses run by private training providers']",,{'requiredWeight': 0.6}
64b13637b8c6cc08ffa933ae,Sub-editor,"Sub-editors check written content before it's published in newspapers, magazines and on websites.","knowledge of English language, knowledge of media production and communication, the ability to read English, excellent verbal communication skills, to be thorough and pay attention to detail, excellent written communication skills, the ability to work well with others, to be flexible and open to change, to be able to use a computer and the main software packages competently","With experience, you may be able to progress to production editor or chief sub-editor.","['a university course', 'an apprenticeship', 'working towards this role', 'specialist courses offered by professional bodies']",,{'requiredWeight': 0.6}
64b13637b8c6cc08ffa93390,Music therapist,"Music therapists use music and sound to help improve people's emotional well-being, relieve stress and build confidence.","counselling skills including active listening and a non-judgemental approach, knowledge of psychology, knowledge of the fine arts, sensitivity and understanding, the ability to work well with others, patience and the ability to remain calm in stressful situations, to be flexible and open to change, the ability to understand people’s reactions, to be able to carry out basic tasks on a computer or hand-held device","With experience, you could:, become self-employed and build up your own practice, move into teaching music therapy, become a senior music therapist and manage a team of therapists or music therapy unit, move into academic research",['You can get into this job through a university course or an apprenticeship.'],,{'requiredWeight': 0.4}
64b13637b8c6cc08ffa9339d,Prop maker,"Prop makers create objects for use in films, TV programmes and the theatre.","knowledge of building and construction, to be thorough and pay attention to detail, design skills and knowledge, the ability to work well with others, the ability to work well with your hands, patience and the ability to remain calm in stressful situations, the ability to use, repair and maintain machines and tools, knowledge of maths, to be able to use a computer and the main software packages competently","With experience, you could move into set design, production design or stage management.","['a university course', 'a college course', 'an apprenticeship', 'working towards this role', 'applying directly']",,{'requiredWeight': 0.6}
64b13637b8c6cc08ffa933a0,Radio broadcast assistant,Radio broadcast assistants help make sure that live and recorded radio programmes run smoothly.,"to be thorough and pay attention to detail, excellent verbal communication skills, knowledge of media production and communication, thinking and reasoning skills, knowledge of computer operating systems, hardware and software, the ability to work well with others, broadcasting and telecommunications knowledge, the ability to accept criticism and work well under pressure, to be able to use a computer and the main software packages competently","With experience, you could become a radio producer, presenter, music programmer or a technical studio manager.","['a university course', 'a college course', 'an apprenticeship', 'volunteering']",,{'requiredWeight': 0.5}
64b1364ab8c6cc08ffa933b9,TV or film assistant director,Assistant directors support directors by organising and planning everything on TV or film sets.,"knowledge of media production and communication, to be thorough and pay attention to detail, the ability to work well with others, leadership skills, the ability to use your initiative, the ability to accept criticism and work well under pressure, ambition and a desire to succeed, broadcasting and telecommunications knowledge, to be able to use a computer and the main software packages competently","Many assistant directors work freelance. With experience, you could progress to be a director, production manager or producer.","['a university course', 'a college course', 'working towards this role', 'specialist courses run by private training providers']",,{'requiredWeight': 0.7}
64b1364ab8c6cc08ffa933c9,Writer,"Writers create written work such as books, scripts, poems, blogs and technical guides.","knowledge of English language, excellent written communication skills, persistence and determination, excellent verbal communication skills, the ability to use your initiative, the ability to come up with new ways of doing things, ambition and a desire to succeed, knowledge of media production and communication, to be able to use a computer and the main software packages competently","You could self-publish, in traditional print format, online or through e-books.

You might be able to promote your work by entering literary competitions, become a book critic or teach creative writing in colleges.","['a university course', 'volunteering', 'applying directly', 'specialist training or self-teaching']",,{'requiredWeight': 0.8}
64b1364ab8c6cc08ffa933b8,Translator,"Translators convert the written word from the 'source language' into the 'target language', making sure that the meaning is the same.","foreign language skills, knowledge of English language, to be thorough and pay attention to detail, customer service skills, patience and the ability to remain calm in stressful situations, the ability to work on your own, to be flexible and open to change, concentration skills, to be able to use a computer and the main software packages competently","Most translators work freelance or through translation agencies. With experience you could start your own translation agency, or move into teaching.","['a university course', 'applying directly', 'a qualification with a professional body']",,{'requiredWeight': 0.7}
64b1364ab8c6cc08ffa933bf,TV or film production runner,"TV and film runners work behind the scenes, doing small jobs and basic tasks to help productions run smoothly.","the ability to work well with others, active listening skills, to be thorough and pay attention to detail, knowledge of media production and communication, to be flexible and open to change, the ability to accept criticism and work well under pressure, excellent verbal communication skills, the ability to come up with new ways of doing things, to be able to use a computer and the main software packages competently","If you already have some industry experience or have completed training, then you may be able to apply for a ScreenSkills Trainee placement.

With experience, you could move into a production assistant, assistant producer (AP) or producer role.","['a university course', 'a college course', 'an apprenticeship', 'working towards this role', 'volunteering', 'applying directly', 'training with a professional body']",,{'requiredWeight': 0.6}
64b1364ab8c6cc08ffa933bd,TV or film producer,TV and film producers plan and manage the business side of creating television programmes and films.,"knowledge of media production and communication, the ability to accept criticism and work well under pressure, knowledge of English language, leadership skills, to be thorough and pay attention to detail, the ability to use your initiative, to be flexible and open to change, the ability to organise your time and workload, to be able to use a computer and the main software packages competently","With experience, you could become an executive producer, or set up your own production company.","['a university course', 'college course', 'an apprenticeship', 'working towards this role', 'a broadcaster training scheme', 'specialist courses run by private training providers']",,{'requiredWeight': 0.6}
64b1364ab8c6cc08ffa933c1,TV presenter,"TV presenters introduce and host programmes, interview people and report on issues and events.","knowledge of media production and communication, excellent verbal communication skills, the ability to accept criticism and work well under pressure, to be thorough and pay attention to detail, active listening skills, the ability to use your initiative, to be flexible and open to change, concentration skills, to be able to use a computer and the main software packages competently","With experience, you could also choose to move into other areas within the media industry like production.","['a university course', 'an apprenticeship', 'working towards this role', 'volunteering', 'specialist subject knowledge']",,{'requiredWeight': 0.6}
64b1364ab8c6cc08ffa933c3,Video editor,"Video editors bring together images and sound for use in film, TV and online productions.","to be thorough and pay attention to detail, knowledge of media production and communication, the ability to work well with others, knowledge of computer operating systems, hardware and software, to be flexible and open to change, the ability to use your initiative, the ability to accept criticism and work well under pressure, excellent verbal communication skills, to be able to use a computer and the main software packages confidently","Once established, you might use an agent to find work and negotiate your fees.

You could set up your own company.","['a university course', 'a college course', 'an apprenticeship', 'working towards this role', 'training schemes run by broadcasters', 'specialist courses run by private training providers']",,{'requiredWeight': 0.7}
64b1364ab8c6cc08ffa933c8,Web designer,Web designers use their creative and technical skills to design new websites and redesign existing ones.,"knowledge of computer operating systems, hardware and software, to be thorough and pay attention to detail, the ability to write computer programs, persistence and determination, analytical thinking skills, to be flexible and open to change, the ability to use your initiative, maths knowledge, to have a thorough understanding of computer systems and applications, ","With experience you could:, become a manager, work as a freelance web designer, set up your own web design business, ","['a university course', 'a college course', 'an apprenticeship', 'working towards this role']",,{'requiredWeight': 0.7}
64b1364ab8c6cc08ffa933bc,TV or film director,TV and film directors lead the creative and technical production for cinema and television.,"knowledge of media production and communication, to be thorough and pay attention to detail, the ability to work well with others, leadership skills, the ability to use your initiative, the ability to accept criticism and work well under pressure, ambition and a desire to succeed, broadcasting and telecommunications knowledge, to be able to use a computer and the main software packages confidently",With experience you might develop your own projects and raise the money to put them into production.,"['a university course', 'a college course', 'working towards this role', 'producing and releasing your own films', 'specialist courses run by private training providers']",,{'requiredWeight': 0.7}
